ZONE I=5
0 0.75 0 1.14407 -0 -0 -0 -0 0 0 
0.0101101 0.75 0 1.1447 -0 -0 -0 -0 0 0 
0.0202182 0.75 0 1.14499 -0 -0 -0 -0 0 0 
0.030326 0.75 0 1.14494 -0 -0 -0 -0 0 0 
0.0404351 0.75 0 1.14455 -0 -0 -0 -0 0 0 
ZONE I=5
0.0404351 0.75 0 1.14455 -0 -0 -0 -0 0 0 
0.0505451 0.75 1.24189e-07 1.14473 -0 -0 -0 -0 0 0 
0.0606532 0.75 2.94383e-07 1.14481 -0 -0 -0 -0 0 0 
0.070761 0.75 1.27754e-07 1.1448 -0 -0 -0 -0 0 0 
0.0808701 0.75 0 1.1447 -0 -0 -0 -0 0 0 
ZONE I=5
0.0808701 0.75 0 1.1447 -0 -0 -0 -0 0 0 
0.0909801 0.749999 0 1.14478 -0 -0 -0 -0 0 0 
0.101088 0.75 0 1.14481 -0 -0 -0 -0 0 0 
0.111196 0.75 0 1.14478 -0 -0 -0 -0 0 0 
0.121305 0.75 4.82608e-07 1.1447 -0 -0 -0 -0 0 0 
ZONE I=5
0.121305 0.75 4.82608e-07 1.1447 -0 -0 -0 -0 0 0 
0.131415 0.75 2.10736e-07 1.14478 -0 -0 -0 -0 0 0 
0.141523 0.75 0 1.1448 -0 -0 -0 -0 0 0 
0.15163 0.75 0 1.14478 -0 -0 -0 -0 0 0 
0.161739 0.75 9.53201e-08 1.1447 -0 -0 -0 -0 0 0 
ZONE I=5
0.161739 0.75 9.53201e-08 1.1447 -0 -0 -0 -0 0 0 
0.171849 0.75 7.26062e-08 1.14477 -0 -0 -0 -0 0 0 
0.181957 0.75 4.35063e-08 1.14479 -0 -0 -0 -0 0 0 
0.192064 0.75 1.26595e-07 1.14477 -0 -0 -0 -0 0 0 
0.202173 0.75 4.06185e-07 1.1447 -0 -0 -0 -0 0 0 
ZONE I=5
0.202173 0.75 4.06185e-07 1.1447 -0 -0 -0 -0 0 0 
0.212282 0.75 1.8224e-07 1.14476 -0 -0 -0 -0 0 0 
0.22239 0.75 0 1.14478 -0 -0 -0 -0 0 0 
0.232497 0.75 0 1.14476 -0 -0 -0 -0 0 0 
0.242606 0.75 0 1.1447 -0 -0 -0 -0 0 0 
ZONE I=5
0.242606 0.75 0 1.1447 -0 -0 -0 -0 0 0 
0.252715 0.75 0 1.14475 -0 -0 -0 -0 0 0 
0.262822 0.75 0 1.14476 -0 -0 -0 -0 0 0 
0.272928 0.75 0 1.14474 -0 -0 -0 -0 0 0 
0.283035 0.75 0 1.14469 -0 -0 -0 -0 0 0 
ZONE I=5
0.283035 0.75 0 1.14469 -0 -0 -0 -0 0 0 
0.293146 0.75 3.63669e-08 1.14473 -0 -0 -0 -0 0 0 
0.303253 0.75 6.35089e-09 1.14475 -0 -0 -0 -0 0 0 
0.313359 0.75 0 1.14473 -0 -0 -0 -0 0 0 
0.323466 0.75 0 1.14469 -0 -0 -0 -0 0 0 
ZONE I=5
0.323466 0.75 0 1.14469 -0 -0 -0 -0 0 0 
0.333575 0.75 2.60947e-07 1.14471 -0 -0 -0 -0 0 0 
0.343682 0.75 4.20834e-07 1.14472 -0 -0 -0 -0 0 0 
0.353788 0.75 3.02136e-07 1.14471 -0 -0 -0 -0 0 0 
0.363893 0.75 1.11899e-07 1.14468 -0 -0 -0 -0 0 0 
ZONE I=5
0.363893 0.75 1.11899e-07 1.14468 -0 -0 -0 -0 0 0 
0.374003 0.75 0 1.1447 -0 -0 -0 -0 0 0 
0.38411 0.75 0 1.1447 -0 -0 -0 -0 0 0 
0.394215 0.75 0 1.1447 -0 -0 -0 -0 0 0 
0.40432 0.75 1.54661e-07 1.14468 -0 -0 -0 -0 0 0 
ZONE I=5
0.40432 0.75 1.54661e-07 1.14468 -0 -0 -0 -0 0 0 
0.414429 0.75 4.5953e-07 1.14468 -0 -0 -0 -0 0 0 
0.424535 0.75 2.70589e-07 1.14468 -0 -0 -0 -0 0 0 
0.43464 0.75 0 1.14468 -0 -0 -0 -0 0 0 
0.444744 0.75 0 1.14468 -0 -0 -0 -0 0 0 
ZONE I=5
0.444744 0.75 0 1.14468 -0 -0 -0 -0 0 0 
0.454852 0.75 0 1.14467 -0 -0 -0 -0 0 0 
0.464957 0.75 0 1.14467 -0 -0 -0 -0 0 0 
0.475061 0.75 0 1.14468 -0 -0 -0 -0 0 0 
0.485164 0.75 0 1.1447 -0 -0 -0 -0 0 0 
