ZONE I=5
0 0.53375 1.64529e-08 2.02544 -0 -0 -0 -0 0 0 
0.0123987 0.53375 3.5067e-08 2.02454 -0 -0 -0 -0 0 0 
0.0247947 0.53375 1.64529e-08 2.02413 -0 -0 -0 -0 0 0 
0.0371903 0.53375 9.6219e-09 2.02424 -0 -0 -0 -0 0 0 
0.0495876 0.53375 1.64529e-08 2.02484 -0 -0 -0 -0 0 0 
ZONE I=5
0.0495876 0.53375 1.64529e-08 2.02484 -0 -0 -0 -0 0 0 
0.0619861 0.53375 4.95546e-08 2.02408 -0 -0 -0 -0 0 0 
0.0743819 0.53375 1.64529e-08 2.02386 -0 -0 -0 -0 0 0 
0.0867772 0.53375 0 2.02419 -0 -0 -0 -0 0 0 
0.0991741 0.53375 1.64529e-08 2.02506 -0 -0 -0 -0 0 0 
ZONE I=5
0.0991741 0.53375 1.64529e-08 2.02506 -0 -0 -0 -0 0 0 
0.111572 0.53375 6.53724e-08 2.02415 -0 -0 -0 -0 0 0 
0.123968 0.53375 1.64529e-08 2.02385 -0 -0 -0 -0 0 0 
0.136362 0.53375 0 2.02416 -0 -0 -0 -0 0 0 
0.148758 0.53375 1.64529e-08 2.02507 -0 -0 -0 -0 0 0 
ZONE I=5
0.148758 0.53375 1.64529e-08 2.02507 -0 -0 -0 -0 0 0 
0.161156 0.53375 7.60358e-08 2.02415 -0 -0 -0 -0 0 0 
0.17355 0.53375 1.64529e-08 2.02384 -0 -0 -0 -0 0 0 
0.185944 0.53375 0 2.02415 -0 -0 -0 -0 0 0 
0.198339 0.53375 1.64529e-08 2.02506 -0 -0 -0 -0 0 0 
ZONE I=5
0.198339 0.53375 1.64529e-08 2.02506 -0 -0 -0 -0 0 0 
0.210735 0.53375 9.14185e-08 2.02414 -0 -0 -0 -0 0 0 
0.223128 0.53375 1.64529e-08 2.02383 -0 -0 -0 -0 0 0 
0.235521 0.53375 0 2.02414 -0 -0 -0 -0 0 0 
0.247914 0.53375 1.64529e-08 2.02506 -0 -0 -0 -0 0 0 
ZONE I=5
0.247914 0.53375 1.64529e-08 2.02506 -0 -0 -0 -0 0 0 
0.26031 0.53375 1.08424e-07 2.02413 -0 -0 -0 -0 0 0 
0.272701 0.53375 1.64529e-08 2.02381 -0 -0 -0 -0 0 0 
0.285092 0.53375 0 2.02412 -0 -0 -0 -0 0 0 
0.297483 0.53375 1.64529e-08 2.02505 -0 -0 -0 -0 0 0 
ZONE I=5
0.297483 0.53375 1.64529e-08 2.02505 -0 -0 -0 -0 0 0 
0.309877 0.53375 1.33157e-07 2.02411 -0 -0 -0 -0 0 0 
0.322267 0.53375 1.64529e-08 2.0238 -0 -0 -0 -0 0 0 
0.334655 0.53375 0 2.0241 -0 -0 -0 -0 0 0 
0.347043 0.53375 1.64529e-08 2.02504 -0 -0 -0 -0 0 0 
ZONE I=5
0.347043 0.53375 1.64529e-08 2.02504 -0 -0 -0 -0 0 0 
0.359436 0.53375 1.57988e-07 2.02409 -0 -0 -0 -0 0 0 
0.371824 0.53375 1.64529e-08 2.02377 -0 -0 -0 -0 0 0 
0.38421 0.53375 0 2.02409 -0 -0 -0 -0 0 0 
0.396595 0.53375 1.64529e-08 2.02503 -0 -0 -0 -0 0 0 
ZONE I=5
0.396595 0.53375 1.64529e-08 2.02503 -0 -0 -0 -0 0 0 
0.408986 0.53375 1.75243e-07 2.02407 -0 -0 -0 -0 0 0 
0.421371 0.53375 1.64529e-08 2.02375 -0 -0 -0 -0 0 0 
0.433754 0.53375 0 2.02406 -0 -0 -0 -0 0 0 
0.446136 0.53375 1.64529e-08 2.02502 -0 -0 -0 -0 0 0 
ZONE I=5
0.446136 0.53375 1.64529e-08 2.02502 -0 -0 -0 -0 0 0 
0.458524 0.53375 1.92595e-07 2.02404 -0 -0 -0 -0 0 0 
0.470907 0.53375 1.64529e-08 2.02372 -0 -0 -0 -0 0 0 
0.483286 0.53375 0 2.02404 -0 -0 -0 -0 0 0 
0.495665 0.53375 1.64529e-08 2.025 -0 -0 -0 -0 0 0 
ZONE I=5
0.495665 0.53375 1.64529e-08 2.025 -0 -0 -0 -0 0 0 
0.508049 0.53375 2.10055e-07 2.02402 -0 -0 -0 -0 0 0 
0.520429 0.53375 1.64529e-08 2.02368 -0 -0 -0 -0 0 0 
0.532804 0.53375 0 2.02401 -0 -0 -0 -0 0 0 
0.545179 0.53375 1.64529e-08 2.02499 -0 -0 -0 -0 0 0 
ZONE I=5
